cluster_pair,start_year,weights,normalized_weights
"('Cluster_3', 'Cluster_9')",1997,"[4006.0, 6295.0, 6878.0, 6364.0]","[-1.695908453446915, 0.36922491532020213, 0.8952068960940026, 0.4314766420327103]"
"('Cluster_3', 'Cluster_9')",1998,"[6295.0, 6878.0, 6364.0, 10172.0]","[-0.7073862392194374, -0.3431502688375147, -0.6642776938397588, 1.714814201896711]"
"('Cluster_3', 'Cluster_9')",1999,"[6878.0, 6364.0, 10172.0, 10525.0]","[-0.856137419395577, -1.1300161395258566, 0.8990308765366033, 1.0871226823848301]"
"('Cluster_3', 'Cluster_9')",2000,"[6364.0, 10172.0, 10525.0, 8184.0]","[-1.4644051336469404, 0.8142565269629478, 1.0254875054806185, -0.37533889879662613]"
"('Cluster_3', 'Cluster_9')",2001,"[10172.0, 10525.0, 8184.0, 6849.0]","[0.8275460712161193, 1.0632247829057444, -0.49973233909259, -1.3910385150292737]"
"('Cluster_3', 'Cluster_9')",2002,"[10525.0, 8184.0, 6849.0, 23146.0]","[-0.25522645254350435, -0.6171193207472255, -0.8234956466985146, 1.6958414199892444]"
"('Cluster_3', 'Cluster_9')",2003,"[8184.0, 6849.0, 23146.0, 8907.0]","[-0.5428666187452914, -0.744881095686048, 1.7212087400469178, -0.43346102561557837]"
"('Cluster_3', 'Cluster_9')",2004,"[6849.0, 23146.0, 8907.0, 7235.0]","[-0.6942629346355091, 1.7206355330566934, -0.3893073571359354, -0.6370652412852489]"
"('Cluster_3', 'Cluster_9')",2005,"[23146.0, 8907.0, 7235.0, 5607.0]","[1.7076916965680187, -0.33184128314906647, -0.5713313556321739, -0.8045190577867785]"
"('Cluster_3', 'Cluster_9')",2006,"[8907.0, 7235.0, 5607.0, 7382.0]","[1.3904261733683538, -0.04087600417321157, -1.4345123349373674, 0.08496216574222511]"
"('Cluster_3', 'Cluster_9')",2007,"[7235.0, 5607.0, 7382.0, 7114.0]","[0.5601216453206607, -1.716727389840477, 0.7657093653259969, 0.39089637919381937]"
"('Cluster_3', 'Cluster_9')",2008,"[5607.0, 7382.0, 7114.0, 13697.0]","[-0.9159159703830541, -0.34407254884597316, -0.43041285136537466, 1.6904013705944019]"
"('Cluster_3', 'Cluster_9')",2009,"[7382.0, 7114.0, 13697.0, 38198.0]","[-0.7230226055990532, -0.7440485729159342, -0.227578636919562, 1.6946498154345493]"
"('Cluster_3', 'Cluster_9')",2010,"[7114.0, 13697.0, 38198.0, 12796.0]","[-0.9062150875731111, -0.3557420504563342, 1.6930411612097984, -0.43108402318035305]"
"('Cluster_3', 'Cluster_9')",2011,"[13697.0, 38198.0, 12796.0, 45986.0]","[-0.9513547095615423, 0.7168906867752931, -1.0127027811545177, 1.247166803940767]"
"('Cluster_3', 'Cluster_9')",2012,"[38198.0, 12796.0, 45986.0, 119591.0]","[-0.4013307889453586, -1.0407014094185552, -0.2053061297750077, 1.6473383281389213]"
"('Cluster_3', 'Cluster_9')",2013,"[12796.0, 45986.0, 119591.0, 162532.0]","[-1.2267922822082824, -0.6646344013989121, 0.5820552887780599, 1.3093713948291346]"
"('Cluster_3', 'Cluster_9')",2014,"[45986.0, 119591.0, 162532.0, 157223.0]","[-1.6188077379689445, -0.03742634848821985, 0.8851481810368368, 0.7710859054203275]"
"('Cluster_3', 'Cluster_9')",2015,"[119591.0, 162532.0, 157223.0, 331736.0]","[-0.8932862166406659, -0.3691147829909848, -0.43392058959181284, 1.6963215892234635]"
"('Cluster_3', 'Cluster_9')",2016,"[162532.0, 157223.0, 331736.0, 429015.0]","[-0.9315186524222177, -0.9774822706899687, 0.533395279650973, 1.3756056434612134]"
"('Cluster_3', 'Cluster_9')",2017,"[157223.0, 331736.0, 429015.0, 801685.0]","[-1.1569550750512199, -0.4165450662687263, -0.003817388420358647, 1.5773175297403048]"
"('Cluster_3', 'Cluster_9')",2018,"[331736.0, 429015.0, 801685.0, 2170885.0]","[-0.8176972016527907, -0.6854739197986476, -0.1789344770763385, 1.6821055985277769]"
"('Cluster_3', 'Cluster_9')",2019,"[429015.0, 801685.0, 2170885.0, 499147.0]","[-0.7753668265855008, -0.24630625316556667, 1.6974770863213087, -0.6758040065702412]"
"('Cluster_3', 'Cluster_9')",2020,"[801685.0, 2170885.0, 499147.0, 484283.0]","[-0.2699000166337677, 1.702964424414492, -0.7058235210639885, -0.7272408867167356]"
"('Cluster_3', 'Cluster_9')",2021,"[2170885.0, 499147.0, 484283.0, 499475.0]","[1.7319889401411481, -0.5706557056672381, -0.5911293145792182, -0.5702039198946918]"
"('Cluster_4', 'Cluster_5')",1987,"[0.0, 6.0, 10.0, 144.0]","[-0.6650062240717552, -0.565255290460992, -0.4987546680538164, 1.7290161825865635]"
"('Cluster_4', 'Cluster_5')",1988,"[6.0, 10.0, 144.0, 758.0]","[-0.7206350593021432, -0.7077377875472951, -0.2756791837598803, 1.7040520306093185]"
"('Cluster_4', 'Cluster_5')",1989,"[10.0, 144.0, 758.0, 2113.0]","[-0.896349878169195, -0.7353972702299358, 0.0021019930141321155, 1.6296451553849987]"
"('Cluster_4', 'Cluster_5')",1990,"[144.0, 758.0, 2113.0, 2074.0]","[-1.328027523022776, -0.6053074706088745, 0.9896203323566577, 0.9437146612749929]"
"('Cluster_4', 'Cluster_5')",1991,"[758.0, 2113.0, 2074.0, 1820.0]","[-1.6954856124075233, 0.7662159732471181, 0.6953625696747705, 0.23390706948563475]"
"('Cluster_4', 'Cluster_5')",1992,"[2113.0, 2074.0, 1820.0, 3303.0]","[-0.3734773593884181, -0.4413823338226759, -0.8836352442406628, 1.6984949374517568]"
"('Cluster_4', 'Cluster_5')",1993,"[2074.0, 1820.0, 3303.0, 2837.0]","[-0.7339241704641547, -1.162961545142855, 1.3420086385127064, 0.5548770770943033]"
"('Cluster_4', 'Cluster_5')",1994,"[1820.0, 3303.0, 2837.0, 3545.0]","[-1.5984778039705605, 0.6458228665982833, -0.059399056857604264, 1.0120539942298816]"
"('Cluster_4', 'Cluster_5')",1995,"[3303.0, 2837.0, 3545.0, 3206.0]","[0.3151492023398049, -1.5148760723062897, 1.2655056754392788, -0.06577880547279417]"
"('Cluster_4', 'Cluster_5')",1996,"[2837.0, 3545.0, 3206.0, 4510.0]","[-1.1059513438780366, 0.032977458253817815, -0.5123570953093158, 1.5853309809335345]"
"('Cluster_4', 'Cluster_5')",1997,"[3545.0, 3206.0, 4510.0, 4671.0]","[-0.7043826414088681, -1.2495555077047729, 0.8475106210558755, 1.1064275280577653]"
"('Cluster_4', 'Cluster_5')",1998,"[3206.0, 4510.0, 4671.0, 10213.0]","[-0.9068638460606908, -0.42300523097757264, -0.3632650185324944, 1.693134095570758]"
"('Cluster_4', 'Cluster_5')",1999,"[4510.0, 4671.0, 10213.0, 10717.0]","[-1.025329369221697, -0.9706270153339682, 0.9123571166274747, 1.0835992679281905]"
"('Cluster_4', 'Cluster_5')",2000,"[4671.0, 10213.0, 10717.0, 19319.0]","[-1.2521767598575586, -0.19415517072345434, -0.09793667903749467, 1.5442686096185076]"
"('Cluster_4', 'Cluster_5')",2001,"[10213.0, 10717.0, 19319.0, 44074.0]","[-0.7898292027347112, -0.7532002852330854, -0.12803768930255827, 1.6710671772703547]"
"('Cluster_4', 'Cluster_5')",2002,"[10717.0, 19319.0, 44074.0, 27628.0]","[-1.195471977368253, -0.4967493716728759, 1.5140478968680517, 0.17817345217307715]"
"('Cluster_4', 'Cluster_5')",2003,"[19319.0, 44074.0, 27628.0, 47039.0]","[-1.3244314193187694, 0.8331297668641824, -0.6002473798926273, 1.0915490323472141]"
"('Cluster_4', 'Cluster_5')",2004,"[44074.0, 27628.0, 47039.0, 43511.0]","[0.4627448076353789, -1.7048146074519015, 0.8535275916396222, 0.3885422081769003]"
"('Cluster_4', 'Cluster_5')",2005,"[27628.0, 47039.0, 43511.0, 60753.0]","[-1.4507637617346771, 0.19560788234265916, -0.10362446840201359, 1.3587803477940317]"
"('Cluster_4', 'Cluster_5')",2006,"[47039.0, 43511.0, 60753.0, 37873.0]","[-0.030248235850577867, -0.44874147538327874, 1.5965137502467746, -1.117524039012918]"
"('Cluster_4', 'Cluster_5')",2007,"[43511.0, 60753.0, 37873.0, 61556.0]","[-0.7108377040897847, 0.9426769094103088, -1.2515241320513628, 1.0196849267308385]"
"('Cluster_4', 'Cluster_5')",2008,"[60753.0, 37873.0, 61556.0, 54653.0]","[0.7395936733531412, -1.6626355556378616, 0.823902679947537, 0.09913920233718332]"
"('Cluster_4', 'Cluster_5')",2009,"[37873.0, 61556.0, 54653.0, 51125.0]","[-1.559104695270933, 1.1905389050717279, 0.38908681820919405, -0.020521028009988826]"
"('Cluster_4', 'Cluster_5')",2010,"[61556.0, 54653.0, 51125.0, 82212.0]","[-0.06894736676936468, -0.6420282491401346, -0.9349196518641787, 1.645895267773678]"
"('Cluster_4', 'Cluster_5')",2011,"[54653.0, 51125.0, 82212.0, 38712.0]","[-0.12729830555674046, -0.3493543856576949, 1.6072945265017071, -1.1306418352872718]"
"('Cluster_4', 'Cluster_5')",2012,"[51125.0, 82212.0, 38712.0, 55564.0]","[-0.36424203083836304, 1.5953810406230988, -1.1467170585364723, -0.08442195124826335]"
"('Cluster_4', 'Cluster_5')",2013,"[82212.0, 38712.0, 55564.0, 59152.0]","[1.5024196835401369, -1.3022861886595007, -0.21573668616965488, 0.015603191289018674]"
"('Cluster_4', 'Cluster_5')",2014,"[38712.0, 55564.0, 59152.0, 69954.0]","[-1.5269510912792583, -0.025087502973421147, 0.2946778990465969, 1.2573606952060827]"
"('Cluster_4', 'Cluster_5')",2015,"[55564.0, 59152.0, 69954.0, 149104.0]","[-0.7283556860559113, -0.6346187036290883, -0.3524150012393054, 1.7153893909243052]"
"('Cluster_4', 'Cluster_5')",2016,"[59152.0, 69954.0, 149104.0, 337764.0]","[-0.8495374649679721, -0.7527791503421593, -0.04379742449203038, 1.6461140398021616]"
"('Cluster_4', 'Cluster_5')",2017,"[69954.0, 149104.0, 337764.0, 817693.0]","[-0.9421542484877942, -0.6696720090126183, -0.02019002165460566, 1.6320162791550181]"
"('Cluster_4', 'Cluster_5')",2018,"[149104.0, 337764.0, 817693.0, 1449297.0]","[-1.0736510112025104, -0.6981044152366108, 0.2572422520766419, 1.5145131743624793]"
"('Cluster_4', 'Cluster_5')",2019,"[337764.0, 817693.0, 1449297.0, 426574.0]","[-0.958734472379276, 0.13662265216844854, 1.5781524228071078, -0.7560406025962801]"
"('Cluster_4', 'Cluster_5')",2020,"[817693.0, 1449297.0, 426574.0, 604446.0]","[-0.01762342166561163, 1.6170081397833886, -1.029864417103214, -0.5695203010145627]"
"('Cluster_4', 'Cluster_5')",2021,"[1449297.0, 426574.0, 604446.0, 2009169.0]","[0.5096913633610012, -1.08477918179578, -0.8074688398868496, 1.3825566583216282]"
"('Cluster_4', 'Cluster_6')",1987,"[0.0, 6.0, 3.0, 83.0]","[-0.66271138845795, -0.48983015668631086, -0.5762707725721304, 1.7288123177163912]"
"('Cluster_4', 'Cluster_6')",1988,"[6.0, 3.0, 83.0, 676.0]","[-0.6612834368902655, -0.6719492987755923, -0.38752631516687597, 1.7207590508327337]"
"('Cluster_4', 'Cluster_6')",1989,"[3.0, 83.0, 676.0, 1375.0]","[-0.9647907611809772, -0.8195046230266653, 0.2574288760421713, 1.526866508165471]"
"('Cluster_4', 'Cluster_6')",1990,"[83.0, 676.0, 1375.0, 1015.0]","[-1.480038862089305, -0.23380095620509078, 1.2352046023329628, 0.47863521596143305]"
"('Cluster_4', 'Cluster_6')",1991,"[676.0, 1375.0, 1015.0, 851.0]","[-1.1752800081912809, 1.5337743223139306, 0.13855320789064565, -0.4970475220132952]"
"('Cluster_4', 'Cluster_6')",1992,"[1375.0, 1015.0, 851.0, 1066.0]","[1.5727635667389008, -0.32562665631559806, -1.1904488690404254, -0.0566880413828774]"
"('Cluster_4', 'Cluster_6')",1993,"[1015.0, 851.0, 1066.0, 1176.0]","[-0.10248365351513596, -1.5030935848886606, 0.33307187392419185, 1.2725053644796047]"
"('Cluster_4', 'Cluster_6')",1994,"[851.0, 1066.0, 1176.0, 1225.0]","[-1.5874468341595653, -0.0937878873573485, 0.6704097133321578, 1.010825008184756]"
"('Cluster_4', 'Cluster_6')",1995,"[1066.0, 1176.0, 1225.0, 1119.0]","[-1.34781134311797, 0.4939184425090697, 1.31432534701566, -0.46043244640675984]"
"('Cluster_4', 'Cluster_6')",1996,"[1176.0, 1225.0, 1119.0, 1437.0]","[-0.5263129309727235, -0.11857643108871635, -1.0006186553275889, 1.6455080173890286]"
"('Cluster_4', 'Cluster_6')",1997,"[1225.0, 1119.0, 1437.0, 1406.0]","[-0.5488916357854103, -1.359797745795912, 1.0729205842355931, 0.8357687973457293]"
"('Cluster_4', 'Cluster_6')",1998,"[1119.0, 1437.0, 1406.0, 5096.0]","[-0.698704870937782, -0.5047387871680616, -0.523647430554418, 1.7270910886602615]"
"('Cluster_4', 'Cluster_6')",1999,"[1437.0, 1406.0, 5096.0, 6040.0]","[-0.9798945412904915, -0.9946566507692937, 0.76251057428813, 1.2120406177716552]"
"('Cluster_4', 'Cluster_6')",2000,"[1406.0, 5096.0, 6040.0, 7962.0]","[-1.5609600485136383, -0.012588387488013213, 0.3835262054681359, 1.1900222305335157]"
"('Cluster_4', 'Cluster_6')",2001,"[5096.0, 6040.0, 7962.0, 14506.0]","[-0.899831297626248, -0.6428144307702184, -0.11952373363325958, 1.662169462029726]"
"('Cluster_4', 'Cluster_6')",2002,"[6040.0, 7962.0, 14506.0, 11710.0]","[-1.2236813128679962, -0.6378261669389169, 1.3568856306468764, 0.5046218491600368]"
"('Cluster_4', 'Cluster_6')",2003,"[7962.0, 14506.0, 11710.0, 14973.0]","[-1.5494354681689155, 0.7945524422968727, -0.20694361480311876, 0.9618266406751617]"
"('Cluster_4', 'Cluster_6')",2004,"[14506.0, 11710.0, 14973.0, 20004.0]","[-0.2649937197960403, -1.2002066457029241, -0.10879041636309512, 1.5739907818620595]"
"('Cluster_4', 'Cluster_6')",2005,"[11710.0, 14973.0, 20004.0, 19971.0]","[-1.4084971949198215, -0.48087052279884507, 0.9493745852123814, 0.9399931325062851]"
"('Cluster_4', 'Cluster_6')",2006,"[14973.0, 20004.0, 19971.0, 20261.0]","[-1.7298220376822075, 0.5428774913585148, 0.5279701002914617, 0.6589744460322309]"
"('Cluster_4', 'Cluster_6')",2007,"[20004.0, 19971.0, 20261.0, 25740.0]","[-0.6071723422293746, -0.6206197833659983, -0.502445300650214, 1.7302374262455869]"
"('Cluster_4', 'Cluster_6')",2008,"[19971.0, 20261.0, 25740.0, 20018.0]","[-0.6225835016834218, -0.5043069111245011, 1.730304949814554, -0.6034145370066312]"
"('Cluster_4', 'Cluster_6')",2009,"[20261.0, 25740.0, 20018.0, 20651.0]","[-0.5954506629567716, 1.7241186099477088, -0.6983262485227122, -0.4303416984682249]"
"('Cluster_4', 'Cluster_6')",2010,"[25740.0, 20018.0, 20651.0, 39006.0]","[-0.08039563584000693, -0.8299252949463527, -0.7470080851920156, 1.6573290159783751]"
